,Brand,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Garanti Süresi,Garanti Tipi,Kullanım Amacı,Price,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,SSD Kapasitesi,Star,Çözünürlük,Çözünürlük Standartı,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi
1103,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,47334.03,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1104,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59989.83,24,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1105,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,58581.02,16,4,2048.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1106,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56916.06,40,4,512.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1107,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56019.54,20,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1108,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,35855.72,48,8,1024.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
1109,ACER,2.0,0,17.3,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,33375.87,32,4,512.0,5.0,1.0,2.0,5.0,AMD Ryzen 7,8.0,Windows
1110,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,57044.13,36,4,1024.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1111,LENOVO,3.0,0,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,66716.0,32,9,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1112,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55123.02,16,4,512.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1113,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,58452.94,64,4,512.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1114,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56403.76,24,4,1024.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1115,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55635.32,16,4,1024.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1116,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55123.02,16,4,500.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1117,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,61910.94,64,4,2048.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1118,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,57428.35,40,4,1024.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1119,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,58452.94,64,4,500.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1120,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56531.84,36,4,500.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1121,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56531.84,36,4,500.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1122,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56916.06,40,4,500.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1123,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59605.61,32,4,2048.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1124,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56659.91,32,4,1024.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1125,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55635.32,16,4,1024.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1126,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56147.61,32,4,500.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1127,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59989.83,36,4,2048.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1128,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55891.47,24,4,500.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1129,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56916.06,40,4,500.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1130,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55891.47,24,4,512.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1131,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,58452.94,64,4,500.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1132,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,60374.05,40,4,2048.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1133,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,61910.94,64,4,2048.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1134,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,57428.35,40,4,1024.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1135,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59605.61,32,4,2048.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1136,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,58452.94,64,4,512.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1137,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,58965.24,20,4,2048.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1138,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59349.46,24,4,2048.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1139,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,58965.24,64,4,1024.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1140,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56147.61,32,4,512.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1141,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55123.02,16,4,512.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1142,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55507.24,20,4,512.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1143,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,58965.24,64,4,1024.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1144,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,60374.05,40,4,2048.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1145,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55123.02,16,4,500.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1146,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56403.76,24,4,1024.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1147,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56916.06,40,4,512.0,0.0,1.0,4.0,1.0,Intel Core i7,8.0,Windows
1148,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,57044.13,36,4,1024.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1149,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,58581.02,16,4,2048.0,0.0,1.0,4.0,1.0,Intel Core i7,8.0,Windows
1150,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56019.54,20,4,1024.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1151,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55507.24,20,4,512.0,0.0,1.0,4.0,11.0,Intel Core i7,8.0,Windows
1152,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Tasarım,54671.0,16,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1153,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,58198.03,64,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1154,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,59999.0,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1155,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,77598.03,64,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1156,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,77598.03,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1157,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,58198.03,32,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1158,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,58198.03,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1159,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,49516.53,16,4,1024.0,0.0,3.0,4.0,11.0,Intel Core i9,8.0,Free Dos
1160,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,55967.03,64,4,512.0,0.0,3.0,4.0,11.0,Intel Core i9,8.0,Windows
1161,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,51020.03,32,4,1024.0,0.0,3.0,4.0,11.0,Intel Core i9,8.0,Free Dos
1162,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,53590.53,64,4,1024.0,0.0,3.0,4.0,11.0,Intel Core i9,8.0,Free Dos
1163,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,52378.03,64,4,512.0,0.0,3.0,4.0,11.0,Intel Core i9,8.0,Free Dos
1164,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,49128.53,32,4,512.0,0.0,3.0,4.0,11.0,Intel Core i9,8.0,Free Dos
1165,LENOVO,2.0,0,17.3,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,67418.12,16,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1166,HP,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,14949.99,16,4,256.0,0.0,1.0,2.0,12.0,Intel Core i5,10.0,Windows
1167,HP,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,15616.99,16,4,512.0,2.33,1.0,2.0,12.0,Intel Core i5,10.0,Free Dos
1168,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,35627.84,16,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1169,ACER,2.0,0,17.3,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,33105.24,64,4,512.0,0.0,1.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
1170,LENOVO,3.0,0,14.0,GDDR6,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,35627.84,16,4,250.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1171,LENOVO,3.0,0,14.0,GDDR6,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,35627.84,16,4,240.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1172,LENOVO,3.0,0,14.0,GDDR6,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,35627.84,16,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1173,HP,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,35398.82,32,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1174,HP,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,35398.82,16,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1175,HP,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,35398.82,64,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1176,HP,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,35398.82,64,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1177,HP,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,35398.82,32,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1178,HP,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,35398.82,32,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1179,HP,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,35398.82,16,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1180,HP,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,35398.82,16,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1181,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,52669.03,32,4,512.0,0.0,3.0,4.0,11.0,Intel Core i9,8.0,Windows
1182,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,48837.53,16,4,1024.0,0.0,3.0,4.0,11.0,Intel Core i9,8.0,Free Dos
1183,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,50341.03,32,4,1024.0,0.0,3.0,4.0,11.0,Intel Core i9,8.0,Free Dos
1184,LENOVO,3.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,49129.16,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Free Dos
1185,LENOVO,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,15421.26,20,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1186,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,35348.41,24,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1187,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,35214.51,32,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1188,LENOVO,3.0,0,14.0,GDDR6,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,35214.51,32,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1189,LENOVO,3.0,0,14.0,GDDR6,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,35214.51,32,4,512.0,5.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1190,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,60245.98,32,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1191,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55635.32,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1192,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,60886.35,36,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1193,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,62807.46,64,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1194,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,63575.9,128,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1195,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,64088.2,128,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1196,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55635.32,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1197,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,57172.21,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1198,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56403.76,24,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1199,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59605.61,20,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1200,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59733.68,64,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1201,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56659.91,32,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1202,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56659.91,32,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1203,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,57300.28,36,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1204,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,67161.97,128,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1205,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,67161.97,128,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1206,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,57684.5,40,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1207,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,57300.28,36,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1208,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56659.91,32,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1209,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,57812.57,36,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1210,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,33938.33,32,4,1024.0,4.69,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1211,HP,3.0,0,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,14179.0,8,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
1212,LENOVO,3.0,0,15.6,GDDR6,8.0,3.0,Resmi Distribütör Garantili,Ofis - İş,95696.85,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i9,8.0,Windows
1213,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,63575.9,128,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1214,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59221.39,64,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1215,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55635.32,16,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1216,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59221.39,64,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1217,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56403.76,24,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1218,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56147.61,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1219,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56147.61,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1220,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59733.68,64,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1221,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56916.06,24,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1222,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,62807.46,64,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1223,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,61270.57,40,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1224,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56019.54,20,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1225,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,63575.9,128,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1226,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59221.39,16,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1227,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,58196.8,40,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1228,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,60245.98,32,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1229,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,60886.35,36,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1230,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,58196.8,40,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1231,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,57172.21,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1232,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,55635.32,16,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1233,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,57684.5,40,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1234,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59221.39,64,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1235,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56403.76,24,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1236,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56531.84,20,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1237,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,59221.39,16,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1238,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56019.54,20,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1239,LENOVO,2.0,0,15.6,GDDR6,4.0,3.0,Resmi Distribütör Garantili,Ofis - İş,56531.84,20,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
